Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Tokens,Filtered_Tokens,Lemmatized_Tokens,Dominant_Topic,Topic_Probability
248,249,253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,"['basking', 'in', 'the', 'golden', 'glow', 'of', 'contentment', 'a', 'serene', 'river', 'flowing', 'through', 'the', 'landscape', 'of', 'the', 'heart']","['basking', 'golden', 'glow', 'contentment', 'serene', 'river', 'flowing', 'landscape', 'heart']","['bask', 'golden', 'glow', 'contentment', 'serene', 'river', 'flow', 'landscape', 'heart']",2,0.94392604
249,250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,"['gazing', 'towards', 'the', 'horizon', 'with', 'hopeful', 'eyes', 'painting', 'a', 'canvas', 'of', 'dreams', 'illuminated', 'by', 'the', 'sun', 'of', 'optimism']","['gazing', 'towards', 'horizon', 'hopeful', 'eyes', 'painting', 'canvas', 'dreams', 'illuminated', 'sun', 'optimism']","['gaze', 'towards', 'horizon', 'hopeful', 'eye', 'paint', 'canvas', 'dream', 'illuminate', 'sun', 'optimism']",3,0.55038315
250,251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,"['standing', 'tall', 'proud', 'as', 'an', 'oak', 'the', 'branches', 'of', 'achievement', 'reaching', 'towards', 'the', 'sky', 'of', 'accomplishment']","['standing', 'tall', 'proud', 'oak', 'branches', 'achievement', 'reaching', 'towards', 'sky', 'accomplishment']","['stand', 'tall', 'proud', 'oak', 'branch', 'achievement', 'reach', 'towards', 'sky', 'accomplishment']",5,0.92617
251,252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,"['a', 'heart', 'overflowing', 'with', 'gratitude', 'a', 'garden', 'where', 'appreciation', 'blooms', 'in', 'the', 'soil', 'of', 'kindness', 'and', 'connection']","['heart', 'overflowing', 'gratitude', 'garden', 'appreciation', 'blooms', 'soil', 'kindness', 'connection']","['heart', 'overflow', 'gratitude', 'garden', 'appreciation', 'bloom', 'soil', 'kindness', 'connection']",4,0.5049464
252,253,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,"['extending', 'a', 'hand', 'empathetic', 'threads', 'weaving', 'a', 'tapestry', 'of', 'understanding', 'embracing', 'the', 'joys', 'and', 'sorrows', 'of', 'others']","['extending', 'hand', 'empathetic', 'threads', 'weaving', 'tapestry', 'understanding', 'embracing', 'joys', 'sorrows', 'others']","['extend', 'hand', 'empathetic', 'thread', 'weave', 'tapestry', 'understand', 'embrace', 'joy', 'sorrow', 'others']",2,0.74303097
253,254,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,"['compassionate', 'clouds', 'heavy', 'with', 'care', 'showering', 'empathy', 'on', 'the', 'parched', 'grounds', 'of', 'human', 'suffering']","['compassionate', 'clouds', 'heavy', 'care', 'showering', 'empathy', 'parched', 'grounds', 'human', 'suffering']","['compassionate', 'cloud', 'heavy', 'care', 'shower', 'empathy', 'parched', 'ground', 'human', 'suffer']",1,0.8341217
254,255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,"['playfully', 'dancing', 'in', 'the', 'rain', 'of', 'laughter', 'a', 'whimsical', 'spirit', 'twirling', 'in', 'the', 'puddles', 'of', 'joy', 'and', 'lightheartedness']","['playfully', 'dancing', 'rain', 'laughter', 'whimsical', 'spirit', 'twirling', 'puddles', 'joy', 'lightheartedness']","['playfully', 'dance', 'rain', 'laughter', 'whimsical', 'spirit', 'twirl', 'puddle', 'joy', 'lightheartedness']",4,0.5428061
255,256,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,"['soaring', 'on', 'the', 'wings', 'of', 'a', 'free', 'spirit', 'unburdened', 'by', 'the', 'chains', 'of', 'conformity', 'painting', 'the', 'sky', 'with', 'independence']","['soaring', 'wings', 'free', 'spirit', 'unburdened', 'chains', 'conformity', 'painting', 'sky', 'independence']","['soar', 'wing', 'free', 'spirit', 'unburden', 'chain', 'conformity', 'paint', 'sky', 'independence']",4,0.92758965
256,257,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,"['bathed', 'in', 'the', 'glow', 'of', 'inspiration', 'a', 'creative', 'phoenix', 'rising', 'from', 'the', 'ashes', 'of', 'ordinary', 'thoughts', 'to', 'explore', 'new', 'realms']","['bathed', 'glow', 'inspiration', 'creative', 'phoenix', 'rising', 'ashes', 'ordinary', 'thoughts', 'explore', 'new', 'realms']","['bath', 'glow', 'inspiration', 'creative', 'phoenix', 'rise', 'ash', 'ordinary', 'thought', 'explore', 'new', 'realm']",1,0.5137197
257,258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,"['navigating', 'the', 'sea', 'of', 'hope', 'sailing', 'towards', 'the', 'sunrise', 'of', 'possibilities', 'confident', 'in', 'the', 'ship', 'of', 'positive', 'anticipation']","['navigating', 'sea', 'hope', 'sailing', 'towards', 'sunrise', 'possibilities', 'confident', 'ship', 'positive', 'anticipation']","['navigate', 'sea', 'hope', 'sail', 'towards', 'sunrise', 'possibility', 'confident', 'ship', 'positive', 'anticipation']",4,0.47835997
258,259,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,"['striding', 'with', 'confidence', 'footprints', 'of', 'selfassuredness', 'imprinted', 'on', 'the', 'sands', 'of', 'challenges', 'conquered', 'and', 'victories', 'claimed']","['striding', 'confidence', 'footprints', 'selfassuredness', 'imprinted', 'sands', 'challenges', 'conquered', 'victories', 'claimed']","['stride', 'confidence', 'footprint', 'selfassuredness', 'imprinted', 'sand', 'challenge', 'conquer', 'victory', 'claim']",3,0.8783056
259,260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,"['lost', 'in', 'the', 'symphony', 'of', 'the', 'night', 'a', 'moonlit', 'serenade', 'that', 'whispers', 'tales', 'of', 'wanderlust', 'and', 'moonlit', 'dreams']","['lost', 'symphony', 'night', 'moonlit', 'serenade', 'whispers', 'tales', 'wanderlust', 'moonlit', 'dreams']","['lose', 'symphony', 'night', 'moonlit', 'serenade', 'whisper', 'tale', 'wanderlust', 'moonlit', 'dream']",2,0.9353189
260,261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,"['unveiling', 'the', 'layers', 'of', 'curiosity', 'a', 'labyrinth', 'of', 'questions', 'leading', 'to', 'the', 'treasure', 'troves', 'of', 'undiscovered', 'knowledge']","['unveiling', 'layers', 'curiosity', 'labyrinth', 'questions', 'leading', 'treasure', 'troves', 'undiscovered', 'knowledge']","['unveil', 'layer', 'curiosity', 'labyrinth', 'question', 'lead', 'treasure', 'trove', 'undiscovered', 'knowledge']",4,0.46810982
261,262,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,"['in', 'the', 'embrace', 'of', 'the', 'autumn', 'breeze', 'leaves', 'of', 'ambivalence', 'dancing', 'in', 'a', 'waltz', 'between', 'choices', 'and', 'uncertainties']","['embrace', 'autumn', 'breeze', 'leaves', 'ambivalence', 'dancing', 'waltz', 'choices', 'uncertainties']","['embrace', 'autumn', 'breeze', 'leave', 'ambivalence', 'dance', 'waltz', 'choice', 'uncertainty']",3,0.92242587
262,263,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,2022-03-12 19:55:00, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19,"['gratitude', 'as', 'a', 'guiding', 'star', 'navigating', 'the', 'constellation', 'of', 'blessings', 'in', 'the', 'vast', 'universe', 'of', 'lifes', 'precious', 'moments']","['gratitude', 'guiding', 'star', 'navigating', 'constellation', 'blessings', 'vast', 'universe', 'lifes', 'precious', 'moments']","['gratitude', 'guide', 'star', 'navigate', 'constellation', 'blessing', 'vast', 'universe', 'life', 'precious', 'moment']",4,0.56519014
263,264,268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,2023-03-30 16:30:00, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16,"['with', 'a', 'zestful', 'heart', 'sprinting', 'through', 'fields', 'of', 'enthusiasm', 'chasing', 'sunbeams', 'and', 'laughter', 'in', 'the', 'meadows', 'of', 'joy']","['zestful', 'heart', 'sprinting', 'fields', 'enthusiasm', 'chasing', 'sunbeams', 'laughter', 'meadows', 'joy']","['zestful', 'heart', 'sprint', 'field', 'enthusiasm', 'chase', 'sunbeam', 'laughter', 'meadow', 'joy']",4,0.91156244
264,265,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,"['a', 'compassionate', 'rain', 'tears', 'of', 'empathy', 'falling', 'gently', 'nurturing', 'the', 'seeds', 'of', 'kindness', 'in', 'the', 'garden', 'of', 'human', 'connections']","['compassionate', 'rain', 'tears', 'empathy', 'falling', 'gently', 'nurturing', 'seeds', 'kindness', 'garden', 'human', 'connections']","['compassionate', 'rain', 'tear', 'empathy', 'fall', 'gently', 'nurture', 'seed', 'kindness', 'garden', 'human', 'connection']",1,0.95094585
265,266,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,"['proudly', 'scaling', 'the', 'peaks', 'of', 'achievement', 'a', 'mountaineer', 'conquering', 'challenges', 'and', 'planting', 'the', 'flag', 'of', 'success']","['proudly', 'scaling', 'peaks', 'achievement', 'mountaineer', 'conquering', 'challenges', 'planting', 'flag', 'success']","['proudly', 'scale', 'peak', 'achievement', 'mountaineer', 'conquer', 'challenge', 'plant', 'flag', 'success']",3,0.9052734
266,267,271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,"['embraced', 'by', 'the', 'hopeful', 'dawn', 'a', 'gardener', 'sowing', 'seeds', 'of', 'optimism', 'tending', 'to', 'the', 'blooms', 'of', 'a', 'brighter', 'tomorrow']","['embraced', 'hopeful', 'dawn', 'gardener', 'sowing', 'seeds', 'optimism', 'tending', 'blooms', 'brighter', 'tomorrow']","['embrace', 'hopeful', 'dawn', 'gardener', 'sow', 'seed', 'optimism', 'tend', 'bloom', 'brighter', 'tomorrow']",3,0.943067
267,268,272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,"['a', 'playful', 'escapade', 'in', 'the', 'carnival', 'of', 'life', 'carousel', 'laughter', 'and', 'cotton', 'candy', 'dreams', 'swirling', 'in', 'the', 'joyous', 'atmosphere']","['playful', 'escapade', 'carnival', 'life', 'carousel', 'laughter', 'cotton', 'candy', 'dreams', 'swirling', 'joyous', 'atmosphere']","['playful', 'escapade', 'carnival', 'life', 'carousel', 'laughter', 'cotton', 'candy', 'dream', 'swirl', 'joyous', 'atmosphere']",4,0.9115681
268,269,273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,"['floating', 'on', 'clouds', 'of', 'inspiration', 'an', 'artist', 'painting', 'the', 'sky', 'with', 'strokes', 'of', 'creativity', 'creating', 'a', 'masterpiece', 'of', 'dreams']","['floating', 'clouds', 'inspiration', 'artist', 'painting', 'sky', 'strokes', 'creativity', 'creating', 'masterpiece', 'dreams']","['float', 'clouds', 'inspiration', 'artist', 'paint', 'sky', 'stroke', 'creativity', 'create', 'masterpiece', 'dream']",1,0.9444209
269,270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,"['navigating', 'the', 'river', 'of', 'contentment', 'a', 'serene', 'boat', 'cruise', 'through', 'the', 'tranquil', 'waters', 'of', 'inner', 'peace', 'and', 'acceptance']","['navigating', 'river', 'contentment', 'serene', 'boat', 'cruise', 'tranquil', 'waters', 'inner', 'peace', 'acceptance']","['navigate', 'river', 'contentment', 'serene', 'boat', 'cruise', 'tranquil', 'water', 'inner', 'peace', 'acceptance']",4,0.9530929
270,271,275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,"['with', 'empathy', 'as', 'a', 'lantern', 'wandering', 'through', 'the', 'dark', 'alleys', 'of', 'sorrow', 'illuminating', 'the', 'path', 'with', 'compassion', 'and', 'care']","['empathy', 'lantern', 'wandering', 'dark', 'alleys', 'sorrow', 'illuminating', 'path', 'compassion', 'care']","['empathy', 'lantern', 'wander', 'dark', 'alley', 'sorrow', 'illuminate', 'path', 'compassion', 'care']",3,0.93433475
271,272,276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,"['a', 'free', 'spirit', 'soaring', 'on', 'the', 'wings', 'of', 'dreams', 'leaving', 'trails', 'of', 'independence', 'in', 'the', 'azure', 'sky', 'of', 'boundless', 'possibilities']","['free', 'spirit', 'soaring', 'wings', 'dreams', 'leaving', 'trails', 'independence', 'azure', 'sky', 'boundless', 'possibilities']","['free', 'spirit', 'soar', 'wing', 'dream', 'leave', 'trails', 'independence', 'azure', 'sky', 'boundless', 'possibility']",4,0.9468531
272,273,277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,"['bathed', 'in', 'the', 'golden', 'hues', 'of', 'gratefulness', 'a', 'sunset', 'of', 'appreciation', 'casting', 'its', 'warm', 'glow', 'on', 'the', 'landscapes', 'of', 'the', 'heart']","['bathed', 'golden', 'hues', 'gratefulness', 'sunset', 'appreciation', 'casting', 'warm', 'glow', 'landscapes', 'heart']","['bath', 'golden', 'hue', 'gratefulness', 'sunset', 'appreciation', 'cast', 'warm', 'glow', 'landscape', 'heart']",2,0.9439384
273,274,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,"['confident', 'strides', 'in', 'the', 'dance', 'of', 'life', 'a', 'ballroom', 'where', 'selfassuredness', 'leads', 'twirling', 'through', 'challenges', 'with', 'grace']","['confident', 'strides', 'dance', 'life', 'ballroom', 'selfassuredness', 'leads', 'twirling', 'challenges', 'grace']","['confident', 'stride', 'dance', 'life', 'ballroom', 'selfassuredness', 'lead', 'twirl', 'challenge', 'grace']",3,0.9224291
